6561
12800
12720
320

0 : < 0, 1 >
4050 : < 0, 0.375 >
4051 : < 0.0125, 0.375 >
4052 : < 0.025, 0.375 >
4053 : < 0.0375, 0.375 >
4054 : < 0.05, 0.375 >
4055 : < 0.0625, 0.375 >
4056 : < 0.075, 0.375 >
4057 : < 0.0875, 0.375 >
4058 : < 0.1, 0.375 >
4059 : < 0.1125, 0.375 >
4060 : < 0.125, 0.375 >
4061 : < 0.1375, 0.375 >
4062 : < 0.15, 0.375 >
4063 : < 0.1625, 0.375 >
4064 : < 0.175, 0.375 >
4065 : < 0.1875, 0.375 >
4066 : < 0.2, 0.375 >
4067 : < 0.2125, 0.375 >
4068 : < 0.225, 0.375 >
4069 : < 0.2375, 0.375 >
4070 : < 0.25, 0.375 >
4071 : < 0.2625, 0.375 >
4072 : < 0.275, 0.375 >
4073 : < 0.2875, 0.375 >
4074 : < 0.3, 0.375 >
4075 : < 0.3125, 0.375 >
4076 : < 0.325, 0.375 >
4077 : < 0.3375, 0.375 >
4078 : < 0.35, 0.375 >
4079 : < 0.3625, 0.375 >
4080 : < 0.375, 0.375 >
4081 : < 0.3875, 0.375 >
4082 : < 0.4, 0.375 >
4083 : < 0.4125, 0.375 >
4084 : < 0.425, 0.375 >
4085 : < 0.4375, 0.375 >
4086 : < 0.45, 0.375 >
4087 : < 0.4625, 0.375 >
4088 : < 0.475, 0.375 >
4089 : < 0.4875, 0.375 >
4090 : < 0.5, 0.375 >
4091 : < 0.5125, 0.375 >
4092 : < 0.525, 0.375 >
4093 : < 0.5375, 0.375 >
4094 : < 0.55, 0.375 >
4095 : < 0.5625, 0.375 >
4096 : < 0.575, 0.375 >
4097 : < 0.5875, 0.375 >
4098 : < 0.6, 0.375 >
4099 : < 0.6125, 0.375 >
4100 : < 0.625, 0.375 >
4101 : < 0.6375, 0.375 >
4102 : < 0.65, 0.375 >
4103 : < 0.6625, 0.375 >
4104 : < 0.675, 0.375 >
4105 : < 0.6875, 0.375 >
4106 : < 0.7, 0.375 >
4107 : < 0.7125, 0.375 >
4108 : < 0.725, 0.375 >
4109 : < 0.7375, 0.375 >
4110 : < 0.75, 0.375 >
4111 : < 0.7625, 0.375 >
4112 : < 0.775, 0.375 >
4113 : < 0.7875, 0.375 >
4114 : < 0.8, 0.375 >
4115 : < 0.8125, 0.375 >
4116 : < 0.825, 0.375 >
4117 : < 0.8375, 0.375 >
4118 : < 0.85, 0.375 >
4119 : < 0.8625, 0.375 >
4120 : < 0.875, 0.375 >
4121 : < 0.8875, 0.375 >
4122 : < 0.9, 0.375 >
4123 : < 0.9125, 0.375 >
4124 : < 0.925, 0.375 >
4125 : < 0.9375, 0.375 >
4126 : < 0.95, 0.375 >
4127 : < 0.9625, 0.375 >
4128 : < 0.975, 0.375 >
4129 : < 0.9875, 0.375 >
4130 : < 1, 0.375 >
4131 : < 0, 0.3625 >
4132 : < 0.0125, 0.3625 >
4133 : < 0.025, 0.3625 >
4134 : < 0.0375, 0.3625 >
4135 : < 0.05, 0.3625 >
4136 : < 0.0625, 0.3625 >
4137 : < 0.075, 0.3625 >
4138 : < 0.0875, 0.3625 >
4139 : < 0.1, 0.3625 >
4140 : < 0.1125, 0.3625 >
4141 : < 0.125, 0.3625 >
4142 : < 0.1375, 0.3625 >
4143 : < 0.15, 0.3625 >
4144 : < 0.1625, 0.3625 >
4145 : < 0.175, 0.3625 >
4146 : < 0.1875, 0.3625 >
4147 : < 0.2, 0.3625 >
4148 : < 0.2125, 0.3625 >
4149 : < 0.225, 0.3625 >
4150 : < 0.2375, 0.3625 >
4151 : < 0.25, 0.3625 >
4152 : < 0.2625, 0.3625 >
4153 : < 0.275, 0.3625 >
4154 : < 0.2875, 0.3625 >
4155 : < 0.3, 0.3625 >
4156 : < 0.3125, 0.3625 >
4157 : < 0.325, 0.3625 >
4158 : < 0.3375, 0.3625 >
4159 : < 0.35, 0.3625 >
4160 : < 0.3625, 0.3625 >
4161 : < 0.375, 0.3625 >
4162 : < 0.3875, 0.3625 >
4163 : < 0.4, 0.3625 >
4164 : < 0.4125, 0.3625 >
4165 : < 0.425, 0.3625 >
4166 : < 0.4375, 0.3625 >
4167 : < 0.45, 0.3625 >
4168 : < 0.4625, 0.3625 >
4169 : < 0.475, 0.3625 >
4170 : < 0.4875, 0.3625 >
4171 : < 0.5, 0.3625 >
4172 : < 0.5125, 0.3625 >
4173 : < 0.525, 0.3625 >
4174 : < 0.5375, 0.3625 >
4175 : < 0.55, 0.3625 >
4176 : < 0.5625, 0.3625 >
4177 : < 0.575, 0.3625 >
4178 : < 0.5875, 0.3625 >
4179 : < 0.6, 0.3625 >
4180 : < 0.6125, 0.3625 >
4181 : < 0.625, 0.3625 >
4182 : < 0.6375, 0.3625 >
4183 : < 0.65, 0.3625 >
4184 : < 0.6625, 0.3625 >
4185 : < 0.675, 0.3625 >
4186 : < 0.6875, 0.3625 >
4187 : < 0.7, 0.3625 >
4188 : < 0.7125, 0.3625 >
4189 : < 0.725, 0.3625 >
4190 : < 0.7375, 0.3625 >
4191 : < 0.75, 0.3625 >
4192 : < 0.7625, 0.3625 >
4193 : < 0.775, 0.3625 >
4194 : < 0.7875, 0.3625 >
4195 : < 0.8, 0.3625 >
4196 : < 0.8125, 0.3625 >
4197 : < 0.825, 0.3625 >
4198 : < 0.8375, 0.3625 >
4199 : < 0.85, 0.3625 >
4200 : < 0.8625, 0.3625 >
4201 : < 0.875, 0.3625 >
4202 : < 0.8875, 0.3625 >
4203 : < 0.9, 0.3625 >
4204 : < 0.9125, 0.3625 >
4205 : < 0.925, 0.3625 >
4206 : < 0.9375, 0.3625 >
4207 : < 0.95, 0.3625 >
4208 : < 0.9625, 0.3625 >
4209 : < 0.975, 0.3625 >
4210 : < 0.9875, 0.3625 >
4211 : < 1, 0.3625 >
4212 : < 0, 0.35 >
4213 : < 0.0125, 0.35 >
4214 : < 0.025, 0.35 >
4215 : < 0.0375, 0.35 >
4216 : < 0.05, 0.35 >
4217 : < 0.0625, 0.35 >
4218 : < 0.075, 0.35 >
4219 : < 0.0875, 0.35 >
4220 : < 0.1, 0.35 >
4221 : < 0.1125, 0.35 >
4222 : < 0.125, 0.35 >
4223 : < 0.1375, 0.35 >
4224 : < 0.15, 0.35 >
4225 : < 0.1625, 0.35 >
4226 : < 0.175, 0.35 >
4227 : < 0.1875, 0.35 >
4228 : < 0.2, 0.35 >
4229 : < 0.2125, 0.35 >
4230 : < 0.225, 0.35 >
4231 : < 0.2375, 0.35 >
4232 : < 0.25, 0.35 >
4233 : < 0.2625, 0.35 >
4234 : < 0.275, 0.35 >
4235 : < 0.2875, 0.35 >
4236 : < 0.3, 0.35 >
4237 : < 0.3125, 0.35 >
4238 : < 0.325, 0.35 >
4239 : < 0.3375, 0.35 >
4240 : < 0.35, 0.35 >
4241 : < 0.3625, 0.35 >
4242 : < 0.375, 0.35 >
4243 : < 0.3875, 0.35 >
4244 : < 0.4, 0.35 >
4245 : < 0.4125, 0.35 >
4246 : < 0.425, 0.35 >
4247 : < 0.4375, 0.35 >
4248 : < 0.45, 0.35 >
4249 : < 0.4625, 0.35 >
4250 : < 0.475, 0.35 >
4251 : < 0.4875, 0.35 >
4252 : < 0.5, 0.35 >
4253 : < 0.5125, 0.35 >
4254 : < 0.525, 0.35 >
4255 : < 0.5375, 0.35 >
4256 : < 0.55, 0.35 >
4257 : < 0.5625, 0.35 >
4258 : < 0.575, 0.35 >
4259 : < 0.5875, 0.35 >
4260 : < 0.6, 0.35 >
4261 : < 0.6125, 0.35 >
4262 : < 0.625, 0.35 >
4263 : < 0.6375, 0.35 >
4264 : < 0.65, 0.35 >
4265 : < 0.6625, 0.35 >
4266 : < 0.675, 0.35 >
4267 : < 0.6875, 0.35 >
4268 : < 0.7, 0.35 >
4269 : < 0.7125, 0.35 >
4270 : < 0.725, 0.35 >
4271 : < 0.7375, 0.35 >
4272 : < 0.75, 0.35 >
4273 : < 0.7625, 0.35 >
4274 : < 0.775, 0.35 >
4275 : < 0.7875, 0.35 >
4276 : < 0.8, 0.35 >
4277 : < 0.8125, 0.35 >
4278 : < 0.825, 0.35 >
4279 : < 0.8375, 0.35 >
4280 : < 0.85, 0.35 >
4281 : < 0.8625, 0.35 >
4282 : < 0.875, 0.35 >
4283 : < 0.8875, 0.35 >
4284 : < 0.9, 0.35 >
4285 : < 0.9125, 0.35 >
4286 : < 0.925, 0.35 >
4287 : < 0.9375, 0.35 >
4288 : < 0.95, 0.35 >
4289 : < 0.9625, 0.35 >
4290 : < 0.975, 0.35 >
4291 : < 0.9875, 0.35 >
4292 : < 1, 0.35 >
4293 : < 0, 0.3375 >
4294 : < 0.0125, 0.3375 >
4295 : < 0.025, 0.3375 >
4296 : < 0.0375, 0.3375 >
4297 : < 0.05, 0.3375 >
4298 : < 0.0625, 0.3375 >
4299 : < 0.075, 0.3375 >
4300 : < 0.0875, 0.3375 >
4301 : < 0.1, 0.3375 >
4302 : < 0.1125, 0.3375 >
4303 : < 0.125, 0.3375 >
4304 : < 0.1375, 0.3375 >
4305 : < 0.15, 0.3375 >
4306 : < 0.1625, 0.3375 >
4307 : < 0.175, 0.3375 >
4308 : < 0.1875, 0.3375 >
4309 : < 0.2, 0.3375 >
4310 : < 0.2125, 0.3375 >
4311 : < 0.225, 0.3375 >
4312 : < 0.2375, 0.3375 >
4313 : < 0.25, 0.3375 >
4314 : < 0.2625, 0.3375 >
4315 : < 0.275, 0.3375 >
4316 : < 0.2875, 0.3375 >
4317 : < 0.3, 0.3375 >
4318 : < 0.3125, 0.3375 >
4319 : < 0.325, 0.3375 >
4320 : < 0.3375, 0.3375 >
4321 : < 0.35, 0.3375 >
4322 : < 0.3625, 0.3375 >
4323 : < 0.375, 0.3375 >
4324 : < 0.3875, 0.3375 >
4325 : < 0.4, 0.3375 >
4326 : < 0.4125, 0.3375 >
4327 : < 0.425, 0.3375 >
4328 : < 0.4375, 0.3375 >
4329 : < 0.45, 0.3375 >
4330 : < 0.4625, 0.3375 >
4331 : < 0.475, 0.3375 >
4332 : < 0.4875, 0.3375 >
4333 : < 0.5, 0.3375 >
4334 : < 0.5125, 0.3375 >
4335 : < 0.525, 0.3375 >
4336 : < 0.5375, 0.3375 >
4337 : < 0.55, 0.3375 >
4338 : < 0.5625, 0.3375 >
4339 : < 0.575, 0.3375 >
4340 : < 0.5875, 0.3375 >
4341 : < 0.6, 0.3375 >
4342 : < 0.6125, 0.3375 >
4343 : < 0.625, 0.3375 >
4344 : < 0.6375, 0.3375 >
4345 : < 0.65, 0.3375 >
4346 : < 0.6625, 0.3375 >
4347 : < 0.675, 0.3375 >
4348 : < 0.6875, 0.3375 >
4349 : < 0.7, 0.3375 >
4350 : < 0.7125, 0.3375 >
4351 : < 0.725, 0.3375 >
4352 : < 0.7375, 0.3375 >
4353 : < 0.75, 0.3375 >
4354 : < 0.7625, 0.3375 >
4355 : < 0.775, 0.3375 >
4356 : < 0.7875, 0.3375 >
4357 : < 0.8, 0.3375 >
4358 : < 0.8125, 0.3375 >
4359 : < 0.825, 0.3375 >
4360 : < 0.8375, 0.3375 >
4361 : < 0.85, 0.3375 >
4362 : < 0.8625, 0.3375 >
4363 : < 0.875, 0.3375 >
4364 : < 0.8875, 0.3375 >
4365 : < 0.9, 0.3375 >
4366 : < 0.9125, 0.3375 >
4367 : < 0.925, 0.3375 >
4368 : < 0.9375, 0.3375 >
4369 : < 0.95, 0.3375 >
4370 : < 0.9625, 0.3375 >
4371 : < 0.975, 0.3375 >
4372 : < 0.9875, 0.3375 >
4373 : < 1, 0.3375 >
4374 : < 0, 0.325 >
4375 : < 0.0125, 0.325 >
4376 : < 0.025, 0.325 >
4377 : < 0.0375, 0.325 >
4378 : < 0.05, 0.325 >
4379 : < 0.0625, 0.325 >
4380 : < 0.075, 0.325 >
4381 : < 0.0875, 0.325 >
4382 : < 0.1, 0.325 >
4383 : < 0.1125, 0.325 >
4384 : < 0.125, 0.325 >
4385 : < 0.1375, 0.325 >
4386 : < 0.15, 0.325 >
4387 : < 0.1625, 0.325 >
4388 : < 0.175, 0.325 >
4389 : < 0.1875, 0.325 >
4390 : < 0.2, 0.325 >
4391 : < 0.2125, 0.325 >
4392 : < 0.225, 0.325 >
4393 : < 0.2375, 0.325 >
4394 : < 0.25, 0.325 >
4395 : < 0.2625, 0.325 >
4396 : < 0.275, 0.325 >
4397 : < 0.2875, 0.325 >
4398 : < 0.3, 0.325 >
4399 : < 0.3125, 0.325 >
4400 : < 0.325, 0.325 >
4401 : < 0.3375, 0.325 >
4402 : < 0.35, 0.325 >
4403 : < 0.3625, 0.325 >
4404 : < 0.375, 0.325 >
4405 : < 0.3875, 0.325 >
4406 : < 0.4, 0.325 >
4407 : < 0.4125, 0.325 >
4408 : < 0.425, 0.325 >
4409 : < 0.4375, 0.325 >
4410 : < 0.45, 0.325 >
4411 : < 0.4625, 0.325 >
4412 : < 0.475, 0.325 >
4413 : < 0.4875, 0.325 >
4414 : < 0.5, 0.325 >
4415 : < 0.5125, 0.325 >
4416 : < 0.525, 0.325 >
4417 : < 0.5375, 0.325 >
4418 : < 0.55, 0.325 >
4419 : < 0.5625, 0.325 >
4420 : < 0.575, 0.325 >
4421 : < 0.5875, 0.325 >
4422 : < 0.6, 0.325 >
4423 : < 0.6125, 0.325 >
4424 : < 0.625, 0.325 >
4425 : < 0.6375, 0.325 >
4426 : < 0.65, 0.325 >
4427 : < 0.6625, 0.325 >
4428 : < 0.675, 0.325 >
4429 : < 0.6875, 0.325 >
4430 : < 0.7, 0.325 >
4431 : < 0.7125, 0.325 >
4432 : < 0.725, 0.325 >
4433 : < 0.7375, 0.325 >
4434 : < 0.75, 0.325 >
4435 : < 0.7625, 0.325 >
4436 : < 0.775, 0.325 >
4437 : < 0.7875, 0.325 >
4438 : < 0.8, 0.325 >
4439 : < 0.8125, 0.325 >
4440 : < 0.825, 0.325 >
4441 : < 0.8375, 0.325 >
4442 : < 0.85, 0.325 >
4443 : < 0.8625, 0.325 >
4444 : < 0.875, 0.325 >
4445 : < 0.8875, 0.325 >
4446 : < 0.9, 0.325 >
4447 : < 0.9125, 0.325 >
4448 : < 0.925, 0.325 >
4449 : < 0.9375, 0.325 >
4450 : < 0.95, 0.325 >
4451 : < 0.9625, 0.325 >
4452 : < 0.975, 0.325 >
4453 : < 0.9875, 0.325 >
4454 : < 1, 0.325 >
4455 : < 0, 0.3125 >
4456 : < 0.0125, 0.3125 >
4457 : < 0.025, 0.3125 >
4458 : < 0.0375, 0.3125 >
4459 : < 0.05, 0.3125 >
4460 : < 0.0625, 0.3125 >
4461 : < 0.075, 0.3125 >
4462 : < 0.0875, 0.3125 >
4463 : < 0.1, 0.3125 >
4464 : < 0.1125, 0.3125 >
4465 : < 0.125, 0.3125 >
4466 : < 0.1375, 0.3125 >
4467 : < 0.15, 0.3125 >
4468 : < 0.1625, 0.3125 >
4469 : < 0.175, 0.3125 >
4470 : < 0.1875, 0.3125 >
4471 : < 0.2, 0.3125 >
4472 : < 0.2125, 0.3125 >
4473 : < 0.225, 0.3125 >
4474 : < 0.2375, 0.3125 >
4475 : < 0.25, 0.3125 >
4476 : < 0.2625, 0.3125 >
4477 : < 0.275, 0.3125 >
4478 : < 0.2875, 0.3125 >
4479 : < 0.3, 0.3125 >
4480 : < 0.3125, 0.3125 >
4481 : < 0.325, 0.3125 >
4482 : < 0.3375, 0.3125 >
4483 : < 0.35, 0.3125 >
4484 : < 0.3625, 0.3125 >
4485 : < 0.375, 0.3125 >
4486 : < 0.3875, 0.3125 >
4487 : < 0.4, 0.3125 >
4488 : < 0.4125, 0.3125 >
4489 : < 0.425, 0.3125 >
4490 : < 0.4375, 0.3125 >
4491 : < 0.45, 0.3125 >
4492 : < 0.4625, 0.3125 >
4493 : < 0.475, 0.3125 >
4494 : < 0.4875, 0.3125 >
4495 : < 0.5, 0.3125 >
4496 : < 0.5125, 0.3125 >
4497 : < 0.525, 0.3125 >
4498 : < 0.5375, 0.3125 >
4499 : < 0.55, 0.3125 >
4500 : < 0.5625, 0.3125 >
4501 : < 0.575, 0.3125 >
4502 : < 0.5875, 0.3125 >
4503 : < 0.6, 0.3125 >
4504 : < 0.6125, 0.3125 >
4505 : < 0.625, 0.3125 >
4506 : < 0.6375, 0.3125 >
4507 : < 0.65, 0.3125 >
4508 : < 0.6625, 0.3125 >
4509 : < 0.675, 0.3125 >
4510 : < 0.6875, 0.3125 >
4511 : < 0.7, 0.3125 >
4512 : < 0.7125, 0.3125 >
4513 : < 0.725, 0.3125 >
4514 : < 0.7375, 0.3125 >
4515 : < 0.75, 0.3125 >
4516 : < 0.7625, 0.3125 >
4517 : < 0.775, 0.3125 >
4518 : < 0.7875, 0.3125 >
4519 : < 0.8, 0.3125 >
4520 : < 0.8125, 0.3125 >
4521 : < 0.825, 0.3125 >
4522 : < 0.8375, 0.3125 >
4523 : < 0.85, 0.3125 >
4524 : < 0.8625, 0.3125 >
4525 : < 0.875, 0.3125 >
4526 : < 0.8875, 0.3125 >
4527 : < 0.9, 0.3125 >
4528 : < 0.9125, 0.3125 >
4529 : < 0.925, 0.3125 >
4530 : < 0.9375, 0.3125 >
4531 : < 0.95, 0.3125 >
4532 : < 0.9625, 0.3125 >
4533 : < 0.975, 0.3125 >
4534 : < 0.9875, 0.3125 >
4535 : < 1, 0.3125 >
4536 : < 0, 0.3 >
4537 : < 0.0125, 0.3 >
4538 : < 0.025, 0.3 >
4539 : < 0.0375, 0.3 >
4540 : < 0.05, 0.3 >
4541 : < 0.0625, 0.3 >
4542 : < 0.075, 0.3 >
4543 : < 0.0875, 0.3 >
4544 : < 0.1, 0.3 >
4545 : < 0.1125, 0.3 >
4546 : < 0.125, 0.3 >
4547 : < 0.1375, 0.3 >
4548 : < 0.15, 0.3 >
4549 : < 0.1625, 0.3 >
4550 : < 0.175, 0.3 >
4551 : < 0.1875, 0.3 >
4552 : < 0.2, 0.3 >
4553 : < 0.2125, 0.3 >
4554 : < 0.225, 0.3 >
4555 : < 0.2375, 0.3 >
4556 : < 0.25, 0.3 >
4557 : < 0.2625, 0.3 >
4558 : < 0.275, 0.3 >
4559 : < 0.2875, 0.3 >
4560 : < 0.3, 0.3 >
4561 : < 0.3125, 0.3 >
4562 : < 0.325, 0.3 >
4563 : < 0.3375, 0.3 >
4564 : < 0.35, 0.3 >
4565 : < 0.3625, 0.3 >
4566 : < 0.375, 0.3 >
4567 : < 0.3875, 0.3 >
4568 : < 0.4, 0.3 >
4569 : < 0.4125, 0.3 >
4570 : < 0.425, 0.3 >
4571 : < 0.4375, 0.3 >
4572 : < 0.45, 0.3 >
4573 : < 0.4625, 0.3 >
4574 : < 0.475, 0.3 >
4575 : < 0.4875, 0.3 >
4576 : < 0.5, 0.3 >
4577 : < 0.5125, 0.3 >
4578 : < 0.525, 0.3 >
4579 : < 0.5375, 0.3 >
4580 : < 0.55, 0.3 >
4581 : < 0.5625, 0.3 >
4582 : < 0.575, 0.3 >
4583 : < 0.5875, 0.3 >
4584 : < 0.6, 0.3 >
4585 : < 0.6125, 0.3 >
4586 : < 0.625, 0.3 >
4587 : < 0.6375, 0.3 >
4588 : < 0.65, 0.3 >
4589 : < 0.6625, 0.3 >
4590 : < 0.675, 0.3 >
4591 : < 0.6875, 0.3 >
4592 : < 0.7, 0.3 >
4593 : < 0.7125, 0.3 >
4594 : < 0.725, 0.3 >
4595 : < 0.7375, 0.3 >
4596 : < 0.75, 0.3 >
4597 : < 0.7625, 0.3 >
4598 : < 0.775, 0.3 >
4599 : < 0.7875, 0.3 >
4600 : < 0.8, 0.3 >
4601 : < 0.8125, 0.3 >
4602 : < 0.825, 0.3 >
4603 : < 0.8375, 0.3 >
4604 : < 0.85, 0.3 >
4605 : < 0.8625, 0.3 >
4606 : < 0.875, 0.3 >
4607 : < 0.8875, 0.3 >
4608 : < 0.9, 0.3 >
4609 : < 0.9125, 0.3 >
4610 : < 0.925, 0.3 >
4611 : < 0.9375, 0.3 >
4612 : < 0.95, 0.3 >
4613 : < 0.9625, 0.3 >
4614 : < 0.975, 0.3 >
4615 : < 0.9875, 0.3 >
4616 : < 1, 0.3 >
4617 : < 0, 0.2875 >
4618 : < 0.0125, 0.2875 >
4619 : < 0.025, 0.2875 >
4620 : < 0.0375, 0.2875 >
4621 : < 0.05, 0.2875 >
4622 : < 0.0625, 0.2875 >
4623 : < 0.075, 0.2875 >
4624 : < 0.0875, 0.2875 >
4625 : < 0.1, 0.2875 >
4626 : < 0.1125, 0.2875 >
4627 : < 0.125, 0.2875 >
4628 : < 0.1375, 0.2875 >
4629 : < 0.15, 0.2875 >
4630 : < 0.1625, 0.2875 >
4631 : < 0.175, 0.2875 >
4632 : < 0.1875, 0.2875 >
4633 : < 0.2, 0.2875 >
4634 : < 0.2125, 0.2875 >
4635 : < 0.225, 0.2875 >
4636 : < 0.2375, 0.2875 >
4637 : < 0.25, 0.2875 >
4638 : < 0.2625, 0.2875 >
4639 : < 0.275, 0.2875 >
4640 : < 0.2875, 0.2875 >
4641 : < 0.3, 0.2875 >
4642 : < 0.3125, 0.2875 >
4643 : < 0.325, 0.2875 >
4644 : < 0.3375, 0.2875 >
4645 : < 0.35, 0.2875 >
4646 : < 0.3625, 0.2875 >
4647 : < 0.375, 0.2875 >
4648 : < 0.3875, 0.2875 >
4649 : < 0.4, 0.2875 >
4650 : < 0.4125, 0.2875 >
4651 : < 0.425, 0.2875 >
4652 : < 0.4375, 0.2875 >
4653 : < 0.45, 0.2875 >
4654 : < 0.4625, 0.2875 >
4655 : < 0.475, 0.2875 >
4656 : < 0.4875, 0.2875 >
4657 : < 0.5, 0.2875 >
4658 : < 0.5125, 0.2875 >
4659 : < 0.525, 0.2875 >
4660 : < 0.5375, 0.2875 >
4661 : < 0.55, 0.2875 >
4662 : < 0.5625, 0.2875 >
4663 : < 0.575, 0.2875 >
4664 : < 0.5875, 0.2875 >
4665 : < 0.6, 0.2875 >
4666 : < 0.6125, 0.2875 >
4667 : < 0.625, 0.2875 >
4668 : < 0.6375, 0.2875 >
4669 : < 0.65, 0.2875 >
4670 : < 0.6625, 0.2875 >
4671 : < 0.675, 0.2875 >
4672 : < 0.6875, 0.2875 >
4673 : < 0.7, 0.2875 >
4674 : < 0.7125, 0.2875 >
4675 : < 0.725, 0.2875 >
4676 : < 0.7375, 0.2875 >
4677 : < 0.75, 0.2875 >
4678 : < 0.7625, 0.2875 >
4679 : < 0.775, 0.2875 >
4680 : < 0.7875, 0.2875 >
4681 : < 0.8, 0.2875 >
4682 : < 0.8125, 0.2875 >
4683 : < 0.825, 0.2875 >
4684 : < 0.8375, 0.2875 >
4685 : < 0.85, 0.2875 >
4686 : < 0.8625, 0.2875 >
4687 : < 0.875, 0.2875 >
4688 : < 0.8875, 0.2875 >
4689 : < 0.9, 0.2875 >
4690 : < 0.9125, 0.2875 >
4691 : < 0.925, 0.2875 >
4692 : < 0.9375, 0.2875 >
4693 : < 0.95, 0.2875 >
4694 : < 0.9625, 0.2875 >
4695 : < 0.975, 0.2875 >
4696 : < 0.9875, 0.2875 >
4697 : < 1, 0.2875 >
4698 : < 0, 0.275 >
4699 : < 0.0125, 0.275 >
4700 : < 0.025, 0.275 >
4701 : < 0.0375, 0.275 >
4702 : < 0.05, 0.275 >
4703 : < 0.0625, 0.275 >
4704 : < 0.075, 0.275 >
4705 : < 0.0875, 0.275 >
4706 : < 0.1, 0.275 >
4707 : < 0.1125, 0.275 >
4708 : < 0.125, 0.275 >
4709 : < 0.1375, 0.275 >
4710 : < 0.15, 0.275 >
4711 : < 0.1625, 0.275 >
4712 : < 0.175, 0.275 >
4713 : < 0.1875, 0.275 >
4714 : < 0.2, 0.275 >
4715 : < 0.2125, 0.275 >
4716 : < 0.225, 0.275 >
4717 : < 0.2375, 0.275 >
4718 : < 0.25, 0.275 >
4719 : < 0.2625, 0.275 >
4720 : < 0.275, 0.275 >
4721 : < 0.2875, 0.275 >
4722 : < 0.3, 0.275 >
4723 : < 0.3125, 0.275 >
4724 : < 0.325, 0.275 >
4725 : < 0.3375, 0.275 >
4726 : < 0.35, 0.275 >
4727 : < 0.3625, 0.275 >
4728 : < 0.375, 0.275 >
4729 : < 0.3875, 0.275 >
4730 : < 0.4, 0.275 >
4731 : < 0.4125, 0.275 >
4732 : < 0.425, 0.275 >
4733 : < 0.4375, 0.275 >
4734 : < 0.45, 0.275 >
4735 : < 0.4625, 0.275 >
4736 : < 0.475, 0.275 >
4737 : < 0.4875, 0.275 >
4738 : < 0.5, 0.275 >
4739 : < 0.5125, 0.275 >
4740 : < 0.525, 0.275 >
4741 : < 0.5375, 0.275 >
4742 : < 0.55, 0.275 >
4743 : < 0.5625, 0.275 >
4744 : < 0.575, 0.275 >
4745 : < 0.5875, 0.275 >
4746 : < 0.6, 0.275 >
4747 : < 0.6125, 0.275 >
4748 : < 0.625, 0.275 >
4749 : < 0.6375, 0.275 >
4750 : < 0.65, 0.275 >
4751 : < 0.6625, 0.275 >
4752 : < 0.675, 0.275 >
4753 : < 0.6875, 0.275 >
4754 : < 0.7, 0.275 >
4755 : < 0.7125, 0.275 >
4756 : < 0.725, 0.275 >
4757 : < 0.7375, 0.275 >
4758 : < 0.75, 0.275 >
4759 : < 0.7625, 0.275 >
4760 : < 0.775, 0.275 >
4761 : < 0.7875, 0.275 >
4762 : < 0.8, 0.275 >
4763 : < 0.8125, 0.275 >
4764 : < 0.825, 0.275 >
4765 : < 0.8375, 0.275 >
4766 : < 0.85, 0.275 >
4767 : < 0.8625, 0.275 >
4768 : < 0.875, 0.275 >
4769 : < 0.8875, 0.275 >
4770 : < 0.9, 0.275 >
4771 : < 0.9125, 0.275 >
4772 : < 0.925, 0.275 >
4773 : < 0.9375, 0.275 >
4774 : < 0.95, 0.275 >
4775 : < 0.9625, 0.275 >
4776 : < 0.975, 0.275 >
4777 : < 0.9875, 0.275 >
4778 : < 1, 0.275 >
4779 : < 0, 0.2625 >
4780 : < 0.0125, 0.2625 >
4781 : < 0.025, 0.2625 >
4782 : < 0.0375, 0.2625 >
4783 : < 0.05, 0.2625 >
4784 : < 0.0625, 0.2625 >
4785 : < 0.075, 0.2625 >
4786 : < 0.0875, 0.2625 >
4787 : < 0.1, 0.2625 >
4788 : < 0.1125, 0.2625 >
4789 : < 0.125, 0.2625 >
4790 : < 0.1375, 0.2625 >
4791 : < 0.15, 0.2625 >
4792 : < 0.1625, 0.2625 >
4793 : < 0.175, 0.2625 >
4794 : < 0.1875, 0.2625 >
4795 : < 0.2, 0.2625 >
4796 : < 0.2125, 0.2625 >
4797 : < 0.225, 0.2625 >
4798 : < 0.2375, 0.2625 >
4799 : < 0.25, 0.2625 >
4800 : < 0.2625, 0.2625 >
4801 : < 0.275, 0.2625 >
4802 : < 0.2875, 0.2625 >
4803 : < 0.3, 0.2625 >
4804 : < 0.3125, 0.2625 >
4805 : < 0.325, 0.2625 >
4806 : < 0.3375, 0.2625 >
4807 : < 0.35, 0.2625 >
4808 : < 0.3625, 0.2625 >
4809 : < 0.375, 0.2625 >
4810 : < 0.3875, 0.2625 >
4811 : < 0.4, 0.2625 >
4812 : < 0.4125, 0.2625 >
4813 : < 0.425, 0.2625 >
4814 : < 0.4375, 0.2625 >
4815 : < 0.45, 0.2625 >
4816 : < 0.4625, 0.2625 >
4817 : < 0.475, 0.2625 >
4818 : < 0.4875, 0.2625 >
4819 : < 0.5, 0.2625 >
4820 : < 0.5125, 0.2625 >
4821 : < 0.525, 0.2625 >
4822 : < 0.5375, 0.2625 >
4823 : < 0.55, 0.2625 >
4824 : < 0.5625, 0.2625 >
4825 : < 0.575, 0.2625 >
4826 : < 0.5875, 0.2625 >
4827 : < 0.6, 0.2625 >
4828 : < 0.6125, 0.2625 >
